sentence_id,words,labels
4471,2000-2-6,B-TIM
4472,2020-3-19,B-TIM
4473,2000-5-1,B-TIM
4474,1981-4-24,B-TIM
4475,1996-2-3,B-TIM
4476,2000-4-27,B-TIM
4477,1990-9-6,B-TIM
4478,2012-3-19,B-TIM
4479,1983-3-7,B-TIM
4480,1999-1-31,B-TIM
4481,1992-3-15,B-TIM
4482,1981-1-9,B-TIM
4483,1990-5-14,B-TIM
4484,2013-6-13,B-TIM
4485,1983-1-15,B-TIM
4486,1999-7-11,B-TIM
4487,1986-7-5,B-TIM
4488,1995-6-7,B-TIM
4489,1996-12-10,B-TIM
4490,2004-12-19,B-TIM
4491,2008-10-23,B-TIM
4492,2009-1-10,B-TIM
4493,2005-9-21,B-TIM
4494,1989-5-17,B-TIM
4495,2012-10-20,B-TIM
4496,2002-12-23,B-TIM
4497,2013-3-20,B-TIM
4498,1990-8-2,B-TIM
4499,1998-7-12,B-TIM
4500,1994-12-6,B-TIM
4501,1985-3-10,B-TIM
4502,2002-1-18,B-TIM
4503,2019-1-27,B-TIM
4504,1982-5-16,B-TIM
4505,1995-6-4,B-TIM
4506,2005-10-28,B-TIM
4507,2013-3-18,B-TIM
4508,2014-1-24,B-TIM
4509,2020-1-31,B-TIM
4510,2004-9-10,B-TIM
4511,2020-8-1,B-TIM
4512,2018-8-18,B-TIM
4513,2000-4-3,B-TIM
4514,2018-2-22,B-TIM
4515,1992-8-19,B-TIM
4516,2003-10-10,B-TIM
4517,2020-8-11,B-TIM
4518,1998-12-12,B-TIM
4519,1989-5-10,B-TIM
4520,1986-6-17,B-TIM
4521,1994-6-26,B-TIM
4522,1995-7-16,B-TIM
4523,1988-10-6,B-TIM
4524,1989-2-4,B-TIM
4525,2018-7-14,B-TIM
4526,1983-6-19,B-TIM
4527,1993-9-3,B-TIM
4528,1992-4-4,B-TIM
4529,1985-10-16,B-TIM
4530,2002-8-11,B-TIM
4531,1998-7-11,B-TIM
4532,2020-3-2,B-TIM
4533,1996-2-12,B-TIM
4534,2017-11-25,B-TIM
4535,1982-1-29,B-TIM
4536,2018-7-17,B-TIM
4537,2005-6-7,B-TIM
4538,1987-1-12,B-TIM
4539,2013-11-12,B-TIM
4540,2004-4-24,B-TIM
4541,1986-5-31,B-TIM
4542,1996-8-24,B-TIM
4543,2019-12-13,B-TIM
4544,2010-1-20,B-TIM
4545,2020-11-24,B-TIM
4546,2014-5-6,B-TIM
4547,2015-12-6,B-TIM
4548,1988-9-4,B-TIM
4549,2013-10-23,B-TIM
4550,1994-3-13,B-TIM
4551,2003-1-26,B-TIM
4552,1993-2-31,B-TIM
4553,2008-10-8,B-TIM
4554,2012-1-3,B-TIM
4555,1992-7-26,B-TIM
4556,1988-1-3,B-TIM
4557,1985-4-14,B-TIM
4558,2017-5-18,B-TIM
4559,2001-8-21,B-TIM
4560,2007-7-19,B-TIM
4561,1998-12-8,B-TIM
4562,1982-10-12,B-TIM
4563,2001-2-19,B-TIM
4564,1999-8-17,B-TIM
4565,1987-12-6,B-TIM
4566,1982-7-29,B-TIM
4567,2013-9-9,B-TIM
4568,2006-11-6,B-TIM
4569,2001-1-6,B-TIM
4570,1987-11-21,B-TIM
4571,2000-10-25,B-TIM
4572,1989-11-28,B-TIM
4573,2020-4-26,B-TIM
4574,2013-12-20,B-TIM
4575,1982-5-7,B-TIM
4576,2017-9-21,B-TIM
4577,2014-7-29,B-TIM
4578,1994-5-31,B-TIM
4579,1990-5-11,B-TIM
4580,2012-4-9,B-TIM
4581,2003-2-10,B-TIM
4582,2002-5-16,B-TIM
4583,1987-10-15,B-TIM
4584,2010-9-2,B-TIM
4585,2014-9-19,B-TIM
4586,2017-8-26,B-TIM
4587,2001-1-6,B-TIM
4588,1996-3-2,B-TIM
4589,1988-8-24,B-TIM
4590,1998-4-30,B-TIM
4591,1998-1-30,B-TIM
4592,2013-11-7,B-TIM
4593,2017-5-31,B-TIM
4594,1998-12-5,B-TIM
4595,2015-12-22,B-TIM
4596,2010-7-12,B-TIM
4597,1996-11-22,B-TIM
4598,1997-5-20,B-TIM
4599,2007-9-19,B-TIM
4600,2004-12-22,B-TIM
4601,1982-11-16,B-TIM
4602,2017-1-4,B-TIM
4603,1996-5-2,B-TIM
4604,2008-6-30,B-TIM
4605,1985-1-6,B-TIM
4606,2014-2-26,B-TIM
4607,2017-2-19,B-TIM
4608,1988-12-5,B-TIM
4609,1991-11-17,B-TIM
4610,1980-10-19,B-TIM
4611,2015-6-23,B-TIM
4612,2000-1-26,B-TIM
4613,1990-2-9,B-TIM
4614,2009-9-27,B-TIM
4615,2018-3-7,B-TIM
4616,2009-6-9,B-TIM
4617,1989-6-8,B-TIM
4618,2018-8-21,B-TIM
4619,1987-6-17,B-TIM
4620,1981-8-4,B-TIM
4621,1981-9-19,B-TIM
4622,1984-7-13,B-TIM
4623,2009-10-24,B-TIM
4624,1986-8-24,B-TIM
4625,2004-9-20,B-TIM
4626,1989-10-5,B-TIM
4627,1990-2-13,B-TIM
4628,1986-9-10,B-TIM
4629,2012-1-2,B-TIM
4630,1996-1-2,B-TIM
4631,2020-6-2,B-TIM
4632,2020-12-23,B-TIM
4633,2002-10-23,B-TIM
4634,2002-4-31,B-TIM
4635,2000-12-19,B-TIM
4636,2005-11-13,B-TIM
4637,1997-7-2,B-TIM
4638,2004-3-29,B-TIM
4639,2018-1-30,B-TIM
4640,2004-11-9,B-TIM
4641,2017-12-2,B-TIM
4642,2002-6-25,B-TIM
4643,2013-5-17,B-TIM
4644,1991-7-9,B-TIM
4645,2008-5-2,B-TIM
4646,1985-5-26,B-TIM
4647,2012-4-4,B-TIM
4648,1986-6-5,B-TIM
4649,2003-2-12,B-TIM
4650,1993-5-21,B-TIM
4651,2012-7-18,B-TIM
4652,1983-1-14,B-TIM
4653,2012-6-8,B-TIM
4654,2002-2-10,B-TIM
4655,1982-12-20,B-TIM
4656,1994-3-24,B-TIM
4657,2004-12-9,B-TIM
4658,1985-3-14,B-TIM
4659,1990-7-2,B-TIM
4660,1986-1-29,B-TIM
4661,1990-11-3,B-TIM
4662,2001-4-19,B-TIM
4663,1999-11-5,B-TIM
4664,1996-7-30,B-TIM
4665,1989-6-4,B-TIM
4666,2012-8-15,B-TIM
4667,2020-11-16,B-TIM
4668,2019-10-10,B-TIM
4669,1984-4-8,B-TIM
4670,2013-11-11,B-TIM
4671,2020-6-17,B-TIM
4672,2005-11-7,B-TIM
4673,2011-3-18,B-TIM
4674,2007-2-9,B-TIM
4675,2007-7-28,B-TIM
4676,1999-1-22,B-TIM
4677,2015-4-21,B-TIM
4678,2020-7-16,B-TIM
4679,1994-4-23,B-TIM
4680,2014-6-13,B-TIM
4681,2002-1-28,B-TIM
4682,2006-6-8,B-TIM
4683,1993-7-22,B-TIM
4684,2005-2-27,B-TIM
4685,2017-9-17,B-TIM
4686,1994-4-18,B-TIM
4687,1987-10-21,B-TIM
4688,2000-1-22,B-TIM
4689,1983-5-17,B-TIM
4690,2001-9-24,B-TIM
4691,1980-7-25,B-TIM
4692,1995-5-3,B-TIM
4693,1985-1-22,B-TIM
4694,2008-12-20,B-TIM
4695,1981-11-26,B-TIM
4696,1999-7-29,B-TIM
4697,1997-11-11,B-TIM
4698,1989-1-9,B-TIM
4699,2009-4-31,B-TIM
4700,2014-5-24,B-TIM
4701,1983-6-22,B-TIM
4702,1998-4-6,B-TIM
4703,2006-11-28,B-TIM
4704,1998-4-25,B-TIM
4705,1984-11-7,B-TIM
4706,2000-6-10,B-TIM
4707,2018-3-14,B-TIM
4708,2003-9-24,B-TIM
4709,2004-5-17,B-TIM
4710,2015-5-8,B-TIM
4711,1984-12-24,B-TIM
4712,1986-2-16,B-TIM
4713,2004-8-23,B-TIM
4714,2017-1-12,B-TIM
4715,1990-7-24,B-TIM
4716,1999-7-23,B-TIM
4717,1999-7-27,B-TIM
4718,1994-10-14,B-TIM
4719,2003-11-4,B-TIM
4720,2015-9-9,B-TIM
4721,2020-6-29,B-TIM
4722,1988-4-17,B-TIM
4723,2016-5-28,B-TIM
4724,2002-2-17,B-TIM
4725,2006-2-24,B-TIM
4726,2016-5-8,B-TIM
4727,2015-5-11,B-TIM
4728,1987-9-25,B-TIM
4729,1993-10-5,B-TIM
4730,1980-8-17,B-TIM
4731,1987-6-11,B-TIM
4732,1995-5-23,B-TIM
4733,1980-3-10,B-TIM
4734,2003-1-13,B-TIM
4735,2019-3-7,B-TIM
4736,2011-11-14,B-TIM
4737,1993-2-20,B-TIM
4738,1984-11-20,B-TIM
4739,2008-9-5,B-TIM
4740,2010-3-22,B-TIM
4741,2014-7-23,B-TIM
4742,1990-10-25,B-TIM
4743,1990-12-30,B-TIM
4744,1984-1-2,B-TIM
4745,2003-5-15,B-TIM
4746,2009-9-29,B-TIM
4747,2015-5-7,B-TIM
4748,1995-7-19,B-TIM
4749,1994-4-28,B-TIM
4750,2016-8-24,B-TIM
4751,2018-8-12,B-TIM
4752,2003-6-31,B-TIM
4753,2018-1-26,B-TIM
4754,1984-11-15,B-TIM
4755,1989-2-1,B-TIM
4756,2001-1-29,B-TIM
4757,1987-8-12,B-TIM
4758,1996-9-9,B-TIM
4759,2000-10-14,B-TIM
4760,1989-5-12,B-TIM
4761,1992-4-24,B-TIM
4762,2008-9-23,B-TIM
4763,2015-2-7,B-TIM
4764,2014-3-29,B-TIM
4765,1985-5-11,B-TIM
4766,1992-6-21,B-TIM
4767,1997-10-4,B-TIM
4768,1982-4-18,B-TIM
4769,1999-12-28,B-TIM
4770,1993-3-8,B-TIM
4771,2000-10-31,B-TIM
4772,1998-7-31,B-TIM
4773,2004-11-23,B-TIM
4774,2010-6-25,B-TIM
4775,2011-9-25,B-TIM
4776,1990-12-7,B-TIM
4777,2014-9-13,B-TIM
4778,1981-2-17,B-TIM
4779,1988-12-11,B-TIM
4780,1981-3-3,B-TIM
4781,1996-12-21,B-TIM
4782,2002-10-29,B-TIM
4783,1981-12-23,B-TIM
4784,2005-3-31,B-TIM
4785,2018-6-25,B-TIM
4786,1998-1-20,B-TIM
4787,1989-4-13,B-TIM
4788,2000-3-5,B-TIM
4789,2002-4-12,B-TIM
4790,2014-8-5,B-TIM
4791,1995-2-29,B-TIM
4792,2014-7-15,B-TIM
4793,2010-12-1,B-TIM
4794,2014-1-22,B-TIM
4795,1980-8-22,B-TIM
4796,2013-1-26,B-TIM
4797,1994-5-7,B-TIM
4798,2011-1-29,B-TIM
4799,2003-1-31,B-TIM
4800,2001-3-19,B-TIM
4801,1986-1-30,B-TIM
4802,2007-7-27,B-TIM
4803,1993-8-27,B-TIM
4804,2004-7-1,B-TIM
4805,1984-9-12,B-TIM
4806,2014-4-14,B-TIM
4807,2014-8-2,B-TIM
4808,2008-2-11,B-TIM
4809,2003-2-14,B-TIM
4810,2013-8-26,B-TIM
4811,1992-7-7,B-TIM
4812,2012-12-22,B-TIM
4813,2016-3-30,B-TIM
4814,1981-3-2,B-TIM
4815,2001-3-24,B-TIM
4816,2008-2-10,B-TIM
4817,1995-9-5,B-TIM
4818,2013-12-18,B-TIM
4819,1998-9-24,B-TIM
4820,1985-3-27,B-TIM
4821,1997-2-11,B-TIM
4822,2014-2-26,B-TIM
4823,1998-3-16,B-TIM
4824,2020-4-24,B-TIM
4825,2016-3-23,B-TIM
4826,1996-5-9,B-TIM
4827,2004-3-8,B-TIM
4828,1988-9-3,B-TIM
4829,1999-6-2,B-TIM
4830,2005-10-26,B-TIM
4831,2002-3-13,B-TIM
4832,1980-1-30,B-TIM
4833,2016-12-13,B-TIM
4834,1999-4-17,B-TIM
4835,1994-9-17,B-TIM
4836,2007-4-1,B-TIM
4837,2010-11-3,B-TIM
4838,2015-7-2,B-TIM
4839,2007-12-5,B-TIM
4840,2015-4-25,B-TIM
4841,2003-11-18,B-TIM
4842,1991-2-19,B-TIM
4843,1986-5-22,B-TIM
4844,1981-4-20,B-TIM
4845,1996-11-8,B-TIM
4846,1998-11-19,B-TIM
4847,1993-8-14,B-TIM
4848,1984-6-11,B-TIM
4849,1999-3-5,B-TIM
4850,1992-1-14,B-TIM
4851,2020-2-23,B-TIM
4852,2012-2-19,B-TIM
4853,2003-1-24,B-TIM
4854,1995-10-8,B-TIM
4855,2007-10-8,B-TIM
4856,2009-5-19,B-TIM
4857,2005-1-2,B-TIM
4858,1992-5-28,B-TIM
4859,2012-8-15,B-TIM
4860,2005-12-8,B-TIM
4861,2004-4-22,B-TIM
4862,1980-10-5,B-TIM
4863,1988-11-13,B-TIM
4864,1981-7-10,B-TIM
4865,1991-8-8,B-TIM
4866,1992-2-3,B-TIM
4867,2008-1-30,B-TIM
4868,2003-8-13,B-TIM
4869,2007-5-10,B-TIM
4870,1984-5-18,B-TIM
4871,1985-12-23,B-TIM
4872,2005-10-19,B-TIM
4873,1981-3-28,B-TIM
4874,2000-8-14,B-TIM
4875,1986-11-30,B-TIM
4876,2015-8-20,B-TIM
4877,2019-9-22,B-TIM
4878,1986-9-7,B-TIM
4879,1989-5-12,B-TIM
4880,1997-1-14,B-TIM
4881,1986-11-27,B-TIM
4882,2001-12-25,B-TIM
4883,1998-6-11,B-TIM
4884,2019-8-31,B-TIM
4885,1998-3-19,B-TIM
4886,2015-3-21,B-TIM
4887,2005-2-15,B-TIM
4888,1992-4-12,B-TIM
4889,1985-11-4,B-TIM
4890,2000-7-24,B-TIM
4891,1993-4-10,B-TIM
4892,1995-5-6,B-TIM
4893,1988-4-1,B-TIM
4894,1999-3-21,B-TIM
4895,2001-10-20,B-TIM
4896,1993-3-31,B-TIM
4897,1990-2-12,B-TIM
4898,2017-11-20,B-TIM
4899,1999-10-29,B-TIM
4900,1989-9-16,B-TIM
4901,1988-3-3,B-TIM
4902,1993-10-14,B-TIM
4903,2000-12-4,B-TIM
4904,2018-1-13,B-TIM
4905,2009-9-18,B-TIM
4906,2004-11-2,B-TIM
4907,2013-8-9,B-TIM
4908,2014-2-28,B-TIM
4909,1986-10-13,B-TIM
4910,2000-6-5,B-TIM
4911,2000-8-19,B-TIM
4912,2019-2-6,B-TIM
4913,2006-9-15,B-TIM
4914,1988-7-10,B-TIM
4915,1998-11-30,B-TIM
4916,1982-8-4,B-TIM
4917,1992-11-23,B-TIM
4918,1993-2-30,B-TIM
4919,2013-11-16,B-TIM
4920,2017-6-23,B-TIM
4921,1994-12-11,B-TIM
4922,2000-12-15,B-TIM
4923,2010-6-2,B-TIM
4924,1994-9-6,B-TIM
4925,2009-12-12,B-TIM
4926,1999-8-31,B-TIM
4927,1984-3-10,B-TIM
4928,1984-12-19,B-TIM
4929,2014-7-17,B-TIM
4930,1994-8-10,B-TIM
4931,1989-7-30,B-TIM
4932,1986-3-13,B-TIM
4933,2011-7-9,B-TIM
4934,2013-4-22,B-TIM
4935,2017-10-8,B-TIM
4936,2018-3-6,B-TIM
4937,1995-5-11,B-TIM
4938,1997-1-3,B-TIM
4939,2002-12-21,B-TIM
4940,2000-10-8,B-TIM
4941,2004-6-9,B-TIM
4942,2014-3-11,B-TIM
4943,1997-3-31,B-TIM
4944,2001-4-30,B-TIM
4945,2012-3-24,B-TIM
4946,2014-5-26,B-TIM
4947,1992-5-27,B-TIM
4948,2017-11-6,B-TIM
4949,2020-6-8,B-TIM
4950,2009-2-29,B-TIM
4951,2010-11-7,B-TIM
4952,1989-1-6,B-TIM
4953,2014-8-3,B-TIM
4954,1995-6-3,B-TIM
4955,1998-1-15,B-TIM
4956,2005-9-13,B-TIM
4957,1981-11-24,B-TIM
4958,1991-7-9,B-TIM
4959,1991-8-2,B-TIM
4960,1995-7-25,B-TIM
4961,2015-2-7,B-TIM
4962,1994-6-25,B-TIM
4963,1993-11-31,B-TIM
4964,2001-11-11,B-TIM
4965,2011-9-8,B-TIM
4966,1993-7-12,B-TIM
4967,2002-4-11,B-TIM
4968,1988-4-10,B-TIM
4969,2017-9-31,B-TIM
4970,1986-2-25,B-TIM
4971,2010-5-26,B-TIM
4972,1994-10-30,B-TIM
4973,2011-9-29,B-TIM
4974,2016-9-20,B-TIM
4975,1990-5-25,B-TIM
4976,1987-11-11,B-TIM
4977,1995-11-22,B-TIM
4978,2006-7-11,B-TIM
4979,1998-2-24,B-TIM
4980,1993-2-13,B-TIM
4981,2014-12-10,B-TIM
4982,1995-3-18,B-TIM
4983,1994-12-20,B-TIM
4984,2007-7-31,B-TIM
4985,2018-1-16,B-TIM
4986,2012-4-16,B-TIM
4987,1995-9-20,B-TIM
4988,1991-5-24,B-TIM
4989,2012-1-8,B-TIM
4990,2007-3-11,B-TIM
4991,1995-4-18,B-TIM
4992,2002-3-21,B-TIM
4993,2020-7-15,B-TIM
4994,1988-2-28,B-TIM
4995,2006-4-16,B-TIM
4996,2015-6-22,B-TIM
4997,1980-9-20,B-TIM
4998,1999-10-11,B-TIM
4999,2015-3-12,B-TIM
5000,2017-12-28,B-TIM
5001,2003-1-12,B-TIM
5002,2001-12-12,B-TIM
5003,2007-2-22,B-TIM
5004,1996-1-5,B-TIM
5005,1981-3-15,B-TIM
5006,2001-11-20,B-TIM
5007,1992-3-17,B-TIM
5008,1989-2-21,B-TIM
5009,2015-9-19,B-TIM
5010,2005-8-1,B-TIM
5011,1997-4-29,B-TIM
5012,1999-2-22,B-TIM
5013,2012-10-30,B-TIM
5014,2006-2-29,B-TIM
5015,1982-7-4,B-TIM
5016,1982-8-1,B-TIM
5017,1980-4-31,B-TIM
5018,2005-5-14,B-TIM
5019,1982-10-22,B-TIM
5020,2015-2-25,B-TIM
5021,2006-3-6,B-TIM
5022,2014-1-26,B-TIM
5023,1982-1-20,B-TIM
5024,1985-5-29,B-TIM
5025,2000-5-7,B-TIM
5026,1992-10-26,B-TIM
5027,1995-6-17,B-TIM
5028,2016-9-10,B-TIM
5029,2007-4-7,B-TIM
5030,1986-7-30,B-TIM
5031,1990-5-17,B-TIM
5032,2011-7-17,B-TIM
5033,2018-9-15,B-TIM
5034,2004-2-5,B-TIM
5035,1994-7-22,B-TIM
5036,1995-5-8,B-TIM
5037,1986-12-6,B-TIM
5038,1995-3-12,B-TIM
5039,1994-4-19,B-TIM
5040,1995-1-2,B-TIM
5041,1981-9-15,B-TIM
5042,1990-7-29,B-TIM
5043,1998-3-30,B-TIM
5044,2014-5-21,B-TIM
5045,1990-2-13,B-TIM
5046,1997-11-13,B-TIM
5047,1992-7-16,B-TIM
5048,2011-3-23,B-TIM
5049,2020-11-10,B-TIM
5050,2009-4-6,B-TIM
5051,1985-1-22,B-TIM
5052,2009-7-26,B-TIM
5053,1989-4-30,B-TIM
5054,1986-9-3,B-TIM
5055,1993-4-18,B-TIM
5056,2014-9-14,B-TIM
5057,1981-3-8,B-TIM
5058,2004-1-23,B-TIM
5059,2007-7-10,B-TIM
5060,2017-1-23,B-TIM
5061,2014-9-9,B-TIM
5062,2009-5-1,B-TIM
5063,1988-4-15,B-TIM
5064,2005-11-31,B-TIM
5065,1994-3-11,B-TIM
5066,1986-11-11,B-TIM
5067,2016-4-15,B-TIM
5068,2019-3-13,B-TIM
5069,1992-11-5,B-TIM
5070,1998-12-5,B-TIM
5071,1985-5-11,B-TIM
5072,2015-12-21,B-TIM
5073,1991-9-13,B-TIM
5074,1989-12-12,B-TIM
5075,1998-7-15,B-TIM
5076,1984-7-29,B-TIM
5077,2013-5-17,B-TIM
5078,1997-1-14,B-TIM
5079,1982-1-8,B-TIM
5080,1986-7-11,B-TIM
5081,2018-12-27,B-TIM
5082,1991-12-5,B-TIM
5083,1993-11-3,B-TIM
5084,1995-7-13,B-TIM
5085,2008-10-14,B-TIM
5086,1988-12-1,B-TIM
5087,1984-3-22,B-TIM
5088,2017-5-16,B-TIM
5089,1995-1-24,B-TIM
5090,1982-4-15,B-TIM
5091,1985-10-16,B-TIM
5092,2018-10-25,B-TIM
5093,2011-9-24,B-TIM
5094,1990-1-3,B-TIM
5095,1981-5-30,B-TIM
5096,2002-10-3,B-TIM
5097,1990-5-5,B-TIM
5098,2010-10-21,B-TIM
5099,2009-4-30,B-TIM
5100,2018-9-8,B-TIM
5101,2000-10-1,B-TIM
5102,1997-12-1,B-TIM
5103,1995-10-26,B-TIM
5104,2007-8-29,B-TIM
5105,2009-3-4,B-TIM
5106,2012-3-8,B-TIM
5107,2012-4-15,B-TIM
5108,1982-3-8,B-TIM
5109,1985-5-29,B-TIM
5110,2004-4-29,B-TIM
5111,2015-8-6,B-TIM
5112,1997-10-13,B-TIM
5113,2019-4-14,B-TIM
5114,1981-8-20,B-TIM
5115,1985-6-16,B-TIM
5116,1997-5-26,B-TIM
5117,2019-6-23,B-TIM
5118,1992-5-7,B-TIM
5119,1987-4-7,B-TIM
5120,2006-3-17,B-TIM
5121,2011-1-15,B-TIM
5122,2016-11-12,B-TIM
5123,1983-7-29,B-TIM
5124,2000-7-8,B-TIM
5125,1981-9-11,B-TIM
5126,2013-6-8,B-TIM
5127,2017-5-4,B-TIM
5128,1989-8-10,B-TIM
5129,1996-10-7,B-TIM
5130,1994-4-13,B-TIM
5131,1996-6-7,B-TIM
5132,1989-11-14,B-TIM
5133,2016-6-5,B-TIM
5134,2012-12-9,B-TIM
5135,1986-10-16,B-TIM
5136,2002-3-1,B-TIM
5137,2002-8-30,B-TIM
5138,2020-3-27,B-TIM
5139,2017-12-17,B-TIM
5140,2010-11-26,B-TIM
5141,2019-9-23,B-TIM
5142,1988-11-5,B-TIM
5143,2001-4-6,B-TIM
5144,1981-1-12,B-TIM
5145,2014-5-8,B-TIM
5146,1993-4-13,B-TIM
5147,1992-3-21,B-TIM
5148,1996-1-24,B-TIM
5149,1986-10-31,B-TIM
5150,1992-3-2,B-TIM
5151,1989-1-23,B-TIM
5152,2003-10-11,B-TIM
5153,1991-10-17,B-TIM
5154,1994-11-17,B-TIM
5155,1988-7-24,B-TIM
5156,1983-1-20,B-TIM
5157,1991-1-12,B-TIM
5158,2010-10-30,B-TIM
5159,2014-3-19,B-TIM
5160,2012-6-27,B-TIM
5161,2000-5-2,B-TIM
5162,1990-1-1,B-TIM
5163,2007-7-3,B-TIM
5164,1988-12-31,B-TIM
5165,2014-10-9,B-TIM
5166,1996-4-10,B-TIM
5167,1986-6-28,B-TIM
5168,2006-12-22,B-TIM
5169,2019-5-30,B-TIM
5170,2003-7-26,B-TIM
5171,2009-2-11,B-TIM
5172,2003-3-11,B-TIM
5173,2008-7-15,B-TIM
5174,1981-10-27,B-TIM
5175,2012-8-27,B-TIM
5176,1993-10-15,B-TIM
5177,2008-1-2,B-TIM
5178,2006-10-16,B-TIM
5179,2020-12-25,B-TIM
5180,2020-4-25,B-TIM
5181,1991-9-29,B-TIM
5182,2001-5-29,B-TIM
5183,2000-5-27,B-TIM
5184,1997-10-30,B-TIM
5185,1986-2-25,B-TIM
5186,1984-10-3,B-TIM
5187,2020-2-27,B-TIM
5188,2007-9-24,B-TIM
5189,2012-1-28,B-TIM
5190,2007-3-14,B-TIM
5191,1995-9-15,B-TIM
5192,1995-2-27,B-TIM
5193,2019-3-18,B-TIM
5194,1996-2-2,B-TIM
5195,1987-12-10,B-TIM
5196,2006-3-13,B-TIM
5197,1999-6-23,B-TIM
5198,1999-10-26,B-TIM
5199,2017-5-14,B-TIM
5200,1988-5-15,B-TIM
5201,1997-8-22,B-TIM
5202,1993-5-3,B-TIM
5203,1984-12-16,B-TIM
5204,2000-8-22,B-TIM
5205,2002-6-18,B-TIM
5206,2017-1-23,B-TIM
5207,2010-1-14,B-TIM
5208,1999-1-20,B-TIM
5209,2001-2-3,B-TIM
5210,2015-3-28,B-TIM
5211,1997-4-14,B-TIM
5212,1995-12-6,B-TIM
5213,2004-5-6,B-TIM
5214,1982-11-14,B-TIM
5215,1998-9-7,B-TIM
5216,2020-9-29,B-TIM
5217,1982-7-19,B-TIM
5218,1988-9-26,B-TIM
5219,2004-4-6,B-TIM
5220,2010-4-14,B-TIM
5221,2003-9-18,B-TIM
5222,2001-3-9,B-TIM
5223,1981-3-8,B-TIM
5224,2020-11-6,B-TIM
5225,1992-12-1,B-TIM
5226,2008-2-24,B-TIM
5227,2006-5-15,B-TIM
5228,2010-9-23,B-TIM
5229,2005-3-9,B-TIM
5230,1997-4-10,B-TIM
5231,2017-5-13,B-TIM
5232,2017-5-28,B-TIM
5233,2011-4-30,B-TIM
5234,2020-10-29,B-TIM
5235,1999-12-27,B-TIM
5236,1987-10-21,B-TIM
5237,2011-8-25,B-TIM
5238,2002-1-3,B-TIM
5239,1995-7-30,B-TIM
5240,1990-10-29,B-TIM
5241,2008-9-4,B-TIM
5242,2010-10-7,B-TIM
5243,1995-2-22,B-TIM
5244,1997-3-18,B-TIM
5245,1996-4-14,B-TIM
5246,2003-4-14,B-TIM
5247,1983-9-16,B-TIM
5248,2009-2-5,B-TIM
5249,2013-3-11,B-TIM
5250,2000-5-28,B-TIM
5251,1987-9-10,B-TIM
5252,2004-4-25,B-TIM
5253,2017-11-5,B-TIM
5254,2000-6-30,B-TIM
5255,2020-12-31,B-TIM
5256,2000-8-4,B-TIM
5257,1996-7-22,B-TIM
5258,2002-4-5,B-TIM
5259,2012-2-3,B-TIM
5260,2009-12-13,B-TIM
5261,1988-2-13,B-TIM
5262,1982-10-20,B-TIM
5263,1984-6-28,B-TIM
5264,2007-9-16,B-TIM
5265,1997-8-29,B-TIM
5266,1988-4-22,B-TIM
5267,1990-6-2,B-TIM
5268,1992-12-27,B-TIM
5269,1980-1-25,B-TIM
5270,1981-6-21,B-TIM
5271,2018-5-19,B-TIM
5272,1995-1-12,B-TIM
5273,2002-6-18,B-TIM
5274,2000-6-17,B-TIM
5275,1990-12-3,B-TIM
5276,2004-1-21,B-TIM
5277,2019-4-27,B-TIM
5278,1981-7-25,B-TIM
5279,1997-8-30,B-TIM
5280,2020-11-1,B-TIM
5281,1992-4-20,B-TIM
5282,1982-2-11,B-TIM
5283,2002-10-7,B-TIM
5284,2007-7-15,B-TIM
5285,2006-11-21,B-TIM
5286,2012-1-21,B-TIM
5287,2000-8-20,B-TIM
5288,1992-9-26,B-TIM
5289,1987-9-9,B-TIM
5290,2004-9-26,B-TIM
5291,2012-9-17,B-TIM
5292,1993-4-31,B-TIM
5293,1997-6-5,B-TIM
5294,2011-5-5,B-TIM
5295,1982-10-22,B-TIM
5296,1995-2-15,B-TIM
5297,1989-8-19,B-TIM
5298,1982-2-30,B-TIM
5299,1990-10-20,B-TIM
5300,2020-3-25,B-TIM
5301,2006-6-9,B-TIM
5302,1992-10-18,B-TIM
5303,2006-12-26,B-TIM
5304,2019-2-15,B-TIM
5305,2008-1-18,B-TIM
5306,2000-2-14,B-TIM
5307,2009-2-5,B-TIM
5308,2013-11-20,B-TIM
5309,2011-8-3,B-TIM
5310,1990-3-3,B-TIM
5311,1999-11-17,B-TIM
5312,2012-5-21,B-TIM
5313,1993-6-27,B-TIM
5314,2019-2-14,B-TIM
5315,1988-10-15,B-TIM
5316,2005-10-23,B-TIM
5317,1980-6-3,B-TIM
5318,1988-7-16,B-TIM
5319,2000-8-30,B-TIM
5320,2000-1-24,B-TIM
5321,1984-3-27,B-TIM
5322,1980-1-17,B-TIM
5323,2010-1-26,B-TIM
5324,1988-9-15,B-TIM
5325,2012-2-13,B-TIM
5326,2013-1-2,B-TIM
5327,1983-12-20,B-TIM
5328,2017-11-17,B-TIM
5329,1991-5-1,B-TIM
5330,2004-9-11,B-TIM
5331,2019-3-11,B-TIM
5332,1995-7-23,B-TIM
5333,2002-7-12,B-TIM
5334,1991-10-31,B-TIM
5335,1987-12-16,B-TIM
5336,2005-12-16,B-TIM
5337,1987-5-31,B-TIM
5338,1986-1-22,B-TIM
5339,2015-3-24,B-TIM
5340,2006-5-6,B-TIM
5341,2003-1-28,B-TIM
5342,2014-2-13,B-TIM
5343,2010-7-20,B-TIM
5344,1984-8-1,B-TIM
